---,RowType,NoPickWeight,MinLevel,bErrorIfOutputIsEmpty,bRetryIfPickIsEmpty,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,Entries,Notes
GiveFortProp_Deco_AdventurerContract,"Pick_Curve","0","0","True","False","GoToFortPropSpawnRow","RandomDeco_AdventurerNormal","0","GoToFortPropSpawnRow","RandomDeco_AdventurerMagic","0","GoToFortPropSpawnRow","RandomDeco_AdventurerRare","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Normal;Magic;Rare","",""
RandomDeco_AdventurerNormal,"Pick","0","0","False","False","GoToFortPropSpawnRow","Adventurer_Normal_A","1857","GoToFortPropSpawnRow","Adventurer_Normal_B","2166","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Adventurer_Normal_A,"Pick","0","0","False","False","GoToFortPropSpawnRow","BrickPile_Fort_a","1","GoToFortPropSpawnRow","Crate","1","GoToFortPropSpawnRow","Fence_Cemetery_01","1","GoToFortPropSpawnRow","Fence_Gob_bf_02","1","GoToFortPropSpawnRow","Fence_Stone_Goblin_Short","1","GoToFortPropSpawnRow","Flooring_Stones_Gobcave_Smallrocks_03","1","GoToFortPropSpawnRow","Gcave_fin_02","1","None","","0","None","","0","None","","0","None","","0","None","",""
BrickPile_Fort_a,"All","0","0","False","False","AddFortPropByName","BrickPile_Fort_a","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Crate,"All","0","0","False","False","AddFortPropByName","Crate","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Fence_Cemetery_01,"All","0","0","False","False","AddFortPropByName","Fence_Cemetery_01","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Fence_Gob_bf_02,"All","0","0","False","False","AddFortPropByName","Fence_Gob_bf_02","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Fence_Stone_Goblin_Short,"All","0","0","False","False","AddFortPropByName","Fence_Stone_Goblin_Short","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Flooring_Stones_Gobcave_Smallrocks_03,"All","0","0","False","False","AddFortPropByName","Flooring_Stones_Gobcave_Smallrocks_03","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Gcave_fin_02,"All","0","0","False","False","AddFortPropByName","Gcave_fin_02","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Adventurer_Normal_B,"Pick","0","0","False","False","GoToFortPropSpawnRow","Gcave_spikewall_01","1","GoToFortPropSpawnRow","GoblinHutSet_River_01","1","GoToFortPropSpawnRow","Mushrooms_Goblin_01","1","GoToFortPropSpawnRow","Scaffold_Gobcave_03c","1","GoToFortPropSpawnRow","Tent","1","GoToFortPropSpawnRow","Tent_RedDamaged_02","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Gcave_spikewall_01,"All","0","0","False","False","AddFortPropByName","Gcave_spikewall_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GoblinHutSet_River_01,"All","0","0","False","False","AddFortPropByName","GoblinHutSet_River_01","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Mushrooms_Goblin_01,"All","0","0","False","False","AddFortPropByName","Mushrooms_Goblin_01","4","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Scaffold_Gobcave_03c,"All","0","0","False","False","AddFortPropByName","Scaffold_Gobcave_03c","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Tent,"All","0","0","False","False","AddFortPropByName","Tent","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Tent_RedDamaged_02,"All","0","0","False","False","AddFortPropByName","Tent_RedDamaged_02","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
RandomDeco_AdventurerMagic,"Pick","0","0","False","False","GoToFortPropSpawnRow","Adventurer_Magic_A","1","GoToFortPropSpawnRow","Adventurer_Magic_B","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Adventurer_Magic_A,"Pick","0","0","False","False","GoToFortPropSpawnRow","BarrelofEmberCrystals","1","GoToFortPropSpawnRow","Brazier","1","GoToFortPropSpawnRow","Foliage_Hyvid_01","1","GoToFortPropSpawnRow","Gcave_dome_03","1","GoToFortPropSpawnRow","Gcave_entrance_01","1","GoToFortPropSpawnRow","Gcave_gourd_01","1","GoToFortPropSpawnRow","Gcave_mushrooms_02","1","GoToFortPropSpawnRow","Gcave_shack_01","1","None","","0","None","","0","None","","0","None","",""
