---,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,10.000000,11.000000,12.000000,13.000000,14.000000,15.000000,16.000000,17.000000,18.000000,19.000000,20.000000,21.000000,22.000000,23.000000,24.000000,25.000000,26.000000,27.000000,28.000000,29.000000,30.000000,31.000000,32.000000,33.000000,34.000000,35.000000,36.000000,37.000000,38.000000,39.000000,40.000000,41.000000,42.000000,43.000000,44.000000,45.000000,46.000000,47.000000,48.000000,49.000000,50.000000,51.000000,52.000000,53.000000,54.000000,55.000000,56.000000,57.000000,58.000000,59.000000,60.000000
Normal,9250.000000,9076.000000,8902.000000,8727.000000,8575.000000,8423.000000,8270.000000,8116.000000,7963.000000,7832.000000,7701.000000,7570.000000,7438.000000,7306.000000,7197.000000,7088.000000,6978.000000,6869.000000,6758.000000,6672.000000,6585.000000,6497.000000,6410.000000,6322.000000,6258.000000,6193.000000,6128.000000,6063.000000,5997.000000,5955.000000,5913.000000,5871.000000,5828.000000,5785.000000,5766.000000,5746.000000,5726.000000,5706.000000,5685.000000,5670.000000,5654.000000,5637.000000,5621.000000,5605.000000,5588.000000,5571.000000,5570.000000,5578.000000,5586.000000,5595.000000,5604.000000,5612.000000,5621.000000,5630.000000,5639.000000,5648.000000,5657.000000,5666.000000,5675.000000,5685.000000
Magic,500.000000,670.000000,840.000000,1010.000000,1156.000000,1303.000000,1449.000000,1596.000000,1742.000000,1865.000000,1988.000000,2111.000000,2233.000000,2356.000000,2455.000000,2555.000000,2654.000000,2753.000000,2852.000000,2928.000000,3004.000000,3079.000000,3155.000000,3231.000000,3283.000000,3335.000000,3387.000000,3439.000000,3491.000000,3520.000000,3548.000000,3577.000000,3605.000000,3634.000000,3638.000000,3643.000000,3648.000000,3653.000000,3658.000000,3658.000000,3658.000000,3658.000000,3659.000000,3659.000000,3659.000000,3659.000000,3659.000000,3659.000000,3659.000000,3659.000000,3659.000000,3659.000000,3660.000000,3660.000000,3660.000000,3660.000000,3660.000000,3660.000000,3660.000000,3660.000000
Magic_Min,9750.000000,9746.000000,9742.000000,9737.000000,9732.000000,9726.000000,9719.000000,9712.000000,9705.000000,9697.000000,9689.000000,9680.000000,9671.000000,9662.000000,9652.000000,9642.000000,9632.000000,9622.000000,9611.000000,9600.000000,9589.000000,9577.000000,9565.000000,9553.000000,9541.000000,9528.000000,9515.000000,9502.000000,9489.000000,9475.000000,9461.000000,9447.000000,9433.000000,9419.000000,9404.000000,9389.000000,9374.000000,9359.000000,9343.000000,9328.000000,9312.000000,9296.000000,9280.000000,9263.000000,9247.000000,9230.000000,9229.000000,9237.000000,9246.000000,9254.000000,9263.000000,9272.000000,9281.000000,9290.000000,9299.000000,9308.000000,9317.000000,9326.000000,9336.000000,9345.000000
Rare,200.000000,203.000000,206.000000,210.000000,215.000000,220.000000,225.000000,231.000000,237.000000,243.000000,250.000000,256.000000,264.000000,271.000000,279.000000,287.000000,295.000000,304.000000,312.000000,321.000000,330.000000,340.000000,349.000000,359.000000,369.000000,379.000000,390.000000,400.000000,411.000000,422.000000,433.000000,445.000000,456.000000,468.000000,480.000000,492.000000,504.000000,516.000000,529.000000,541.000000,554.000000,567.000000,580.000000,593.000000,607.000000,620.000000,630.000000,630.000000,630.000000,630.000000,630.000000,630.000000,630.000000,630.000000,630.000000,630.000000,630.000000,630.000000,630.000000,630.000000
Rare_Min,9950.000000,9949.000000,9949.000000,9948.000000,9946.000000,9945.000000,9944.000000,9943.000000,9941.000000,9940.000000,9938.000000,9937.000000,9935.000000,9933.000000,9931.000000,9929.000000,9927.000000,9925.000000,9923.000000,9921.000000,9919.000000,9917.000000,9915.000000,9912.000000,9910.000000,9907.000000,9905.000000,9902.000000,9900.000000,9897.000000,9895.000000,9892.000000,9889.000000,9886.000000,9884.000000,9881.000000,9878.000000,9875.000000,9872.000000,9869.000000,9866.000000,9863.000000,9860.000000,9857.000000,9853.000000,9850.000000,9859.000000,9867.000000,9876.000000,9884.000000,9893.000000,9902.000000,9911.000000,9920.000000,9929.000000,9938.000000,9947.000000,9956.000000,9966.000000,9975.000000
Legendary,50.000000,51.000000,51.000000,52.000000,54.000000,55.000000,56.000000,57.000000,59.000000,60.000000,62.000000,63.000000,65.000000,67.000000,69.000000,71.000000,73.000000,75.000000,77.000000,79.000000,81.000000,83.000000,85.000000,88.000000,90.000000,93.000000,95.000000,98.000000,100.000000,103.000000,105.000000,108.000000,111.000000,114.000000,116.000000,119.000000,122.000000,125.000000,128.000000,131.000000,134.000000,137.000000,140.000000,143.000000,147.000000,150.000000,141.000000,133.000000,124.000000,116.000000,107.000000,98.000000,89.000000,80.000000,71.000000,62.000000,53.000000,44.000000,34.000000,25.000000
Unique,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Normal_Random_Vendor,4000.000000,4000.000000,4000.000000,4000.000000,3570.000000,3561.000000,3550.000000,3539.000000,3527.000000,3514.000000,3501.000000,3487.000000,3473.000000,3458.000000,3387.000000,3370.000000,3352.000000,3333.000000,3314.000000,3294.000000,3274.000000,3254.000000,3233.000000,3211.000000,3189.000000,3167.000000,3144.000000,3121.000000,3097.000000,3073.000000,3049.000000,3024.000000,2999.000000,2974.000000,2948.000000,2921.000000,2895.000000,2868.000000,2840.000000,2813.000000,2785.000000,2756.000000,2728.000000,2698.000000,2669.000000,2639.000000,2627.000000,2634.000000,2640.000000,2647.000000,2654.000000,2661.000000,2668.000000,2676.000000,2683.000000,2690.000000,2698.000000,2705.000000,2712.000000,2720.000000
Magic_Random_Vendor,6000.000000,6000.000000,6000.000000,6000.000000,5356.000000,5341.000000,5325.000000,5308.000000,5290.000000,5271.000000,5251.000000,5231.000000,5209.000000,5186.000000,5081.000000,5054.000000,5027.000000,4999.000000,4971.000000,4941.000000,4911.000000,4881.000000,4849.000000,4817.000000,4784.000000,4750.000000,4716.000000,4682.000000,4646.000000,4610.000000,4574.000000,4536.000000,4499.000000,4460.000000,4422.000000,4382.000000,4342.000000,4302.000000,4261.000000,4219.000000,4177.000000,4134.000000,4091.000000,4048.000000,4004.000000,3959.000000,3940.000000,3950.000000,3961.000000,3971.000000,3981.000000,3992.000000,4003.000000,4013.000000,4024.000000,4035.000000,4046.000000,4057.000000,4069.000000,4080.000000
