---,RowType,NoPickWeight,MinLevel,bErrorIfOutputIsEmpty,bRetryIfPickIsEmpty,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,Entries,Notes
Default,"All","0","0","False","False","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","Required Default entry"
Armor_Starter_Large,"Each","0","0","False","False","AddAffixByName","Defense_Physical_Large_Primary_Newbie","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Armor_Starter_Medium,"Each","0","0","False","False","AddAffixByName","Defense_Physical_Medium_Primary_Newbie","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Armor_Normal,"All","0","0","False","False","AddAreaTagsToAny","1","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armor_Magic,"All","0","0","False","False","AddAreaTagsToAny","1","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","GotoAffixSpawnRow","Armor_Secondary","1","GotoAffixSpawnRow","EnchantmentSlot","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Armor_Rare,"All","0","0","False","False","AddAreaTagsToAny","1","1","GotoAffixSpawnRow","Armor_Primary","1","GotoAffixSpawnRow","Armor_Secondary","2","GotoAffixSpawnRow","EnchantmentSlot","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Armor_Legendary,"All","0","0","False","False","AddAreaTagsToAny","1","1","GotoAffixSpawnRow","Armor_Primary","1","GotoAffixSpawnRow","Armor_Secondary","3","GotoAffixSpawnRow","EnchantmentSlot","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Armor_Primary,"Pick","0","0","True","False","AddAffixByFilter","Affix.Primary;Affix.Defense","3","AddAffixByFilter","Affix.Primary;Affix.Hitpoints.Bonus","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armor_Magic_HPBonus,"All","0","0","False","False","AddAreaTagsToAny","1","1","AddAffixByFilter","Affix.Primary;Affix.Hitpoints.Bonus","1","GotoAffixSpawnRow","Armor_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Armor_Normal_AmmoBag,"All","0","0","False","False","GotoAffixSpawnRow","Armor_AmmoBag_Primary","1","GotoAffixSpawnRow","Armor_AmmoBag_Secondary","1","GotoAffixSpawnRow","EnchantmentSlot","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
