---,0.000000,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,10.000000,11.000000,12.000000,13.000000,14.000000,15.000000,16.000000,17.000000,18.000000,19.000000,20.000000,21.000000,22.000000,23.000000,24.000000,25.000000,26.000000,27.000000,28.000000,29.000000,30.000000,31.000000,32.000000,33.000000,34.000000,35.000000,36.000000,37.000000,38.000000,39.000000,40.000000,41.000000,42.000000,43.000000,44.000000,45.000000,46.000000,47.000000,48.000000,49.000000,50.000000,51.000000,52.000000,53.000000,54.000000,55.000000,56.000000,57.000000,58.000000,59.000000,60.000000
Normal,6108.000000,9333.000000,9161.000000,8988.000000,8816.000000,8667.000000,8517.000000,8367.000000,8217.000000,8066.000000,7939.000000,7813.000000,7685.000000,7557.000000,7429.000000,7325.000000,7221.000000,7115.000000,7011.000000,6906.000000,6824.000000,6742.000000,6667.000000,6591.000000,6515.000000,6463.000000,6411.000000,6359.000000,6307.000000,6255.000000,6227.000000,6198.000000,6170.000000,6141.000000,6113.000000,6108.000000,6103.000000,6098.000000,6093.000000,6088.000000,6088.000000,6088.000000,6088.000000,6088.000000,6088.000000,6088.000000,6087.000000,6089.000000,6090.000000,6092.000000,6093.000000,6095.000000,6096.000000,6098.000000,6099.000000,6101.000000,6102.000000,6104.000000,6105.000000,6107.000000,6108.000000
Magic,3660.000000,500.000000,670.000000,840.000000,1010.000000,1156.000000,1303.000000,1449.000000,1596.000000,1742.000000,1865.000000,1988.000000,2111.000000,2233.000000,2356.000000,2455.000000,2555.000000,2654.000000,2753.000000,2852.000000,2928.000000,3004.000000,3079.000000,3155.000000,3231.000000,3283.000000,3335.000000,3387.000000,3439.000000,3491.000000,3520.000000,3548.000000,3577.000000,3605.000000,3634.000000,3638.000000,3643.000000,3648.000000,3653.000000,3658.000000,3658.000000,3658.000000,3658.000000,3659.000000,3659.000000,3659.000000,3659.000000,3659.000000,3659.000000,3659.000000,3659.000000,3659.000000,3659.000000,3660.000000,3660.000000,3660.000000,3660.000000,3660.000000,3660.000000,3660.000000,3660.000000
Magic_Min,9769.000000,9833.000000,9831.000000,9828.000000,9826.000000,9823.000000,9820.000000,9816.000000,9812.000000,9808.000000,9804.000000,9800.000000,9795.000000,9790.000000,9785.000000,9780.000000,9775.000000,9769.000000,9764.000000,9758.000000,9752.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9746.000000,9748.000000,9749.000000,9751.000000,9753.000000,9754.000000,9756.000000,9757.000000,9759.000000,9761.000000,9762.000000,9764.000000,9765.000000,9767.000000,9769.000000
Rare,220.000000,133.000000,135.000000,138.000000,140.000000,143.000000,146.000000,150.000000,154.000000,158.000000,162.000000,166.000000,171.000000,176.000000,181.000000,186.000000,191.000000,197.000000,202.000000,208.000000,214.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000
Rare_Min,9989.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9966.000000,9968.000000,9969.000000,9971.000000,9973.000000,9974.000000,9976.000000,9977.000000,9979.000000,9981.000000,9982.000000,9984.000000,9985.000000,9987.000000,9989.000000
Legendary,11.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,34.000000,32.000000,31.000000,29.000000,27.000000,26.000000,24.000000,23.000000,21.000000,19.000000,18.000000,16.000000,15.000000,13.000000,11.000000
Unique,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Normal_Random_Vendor,3551.000000,4000.000000,4000.000000,4000.000000,4000.000000,3714.000000,3708.000000,3700.000000,3692.000000,3684.000000,3676.000000,3668.000000,3658.000000,3648.000000,3638.000000,3601.000000,3591.000000,3579.000000,3569.000000,3557.000000,3545.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3533.000000,3534.000000,3536.000000,3537.000000,3538.000000,3539.000000,3541.000000,3542.000000,3543.000000,3545.000000,3546.000000,3547.000000,3548.000000,3550.000000,3551.000000
Magic_Random_Vendor,5326.000000,6000.000000,6000.000000,6000.000000,6000.000000,5571.000000,5562.000000,5550.000000,5538.000000,5526.000000,5514.000000,5502.000000,5487.000000,5472.000000,5457.000000,5402.000000,5387.000000,5369.000000,5354.000000,5336.000000,5318.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5300.000000,5301.000000,5303.000000,5305.000000,5307.000000,5309.000000,5311.000000,5313.000000,5315.000000,5317.000000,5319.000000,5321.000000,5323.000000,5324.000000,5326.000000
Rare_Random_Vendor,1100.000000,0.000000,0.000000,0.000000,0.000000,715.000000,730.000000,750.000000,770.000000,790.000000,810.000000,830.000000,855.000000,880.000000,905.000000,930.000000,955.000000,985.000000,1010.000000,1040.000000,1070.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000
Legendary_Random_Vendor,23.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,64.000000,61.000000,58.000000,55.000000,52.000000,48.000000,45.000000,42.000000,39.000000,36.000000,32.000000,29.000000,26.000000,23.000000
RareLucky,0.000000,44.000000,46.000000,49.000000,52.000000,55.000000,58.000000,62.000000,66.000000,71.000000,76.000000,80.000000,86.000000,91.000000,96.000000,102.000000,108.000000,114.000000,120.000000,127.000000,133.000000,140.000000,147.000000,154.000000,161.000000,168.000000,176.000000,184.000000,191.000000,199.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000
Potion,0.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000
